"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
3,1129356,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129360,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129364,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129368,"s_cbranch_execz 10",0,0,0,0,""
3,1129372,"v_add_u32_e32 v18, s2, v17",0,0,0,0,""
3,1129376,"v_mov_b32_e32 v19, 0",0,0,0,0,""
3,1129380,"v_lshl_add_u64 v[18:19], v[18:19], 1, s[6:7]",0,0,0,0,""
3,1129388,"global_load_ushort v7, v[18:19], off",0,0,0,0,""
3,1129396,"v_add_u32_e32 v17, 0x100, v17",0,0,0,0,""
3,1129404,"s_waitcnt vmcnt(0)",0,0,0,0,""
3,1129408,"v_lshlrev_b32_e32 v7, 16, v7",0,0,0,0,""
3,1129412,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129416,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129420,"v_mov_b32_e32 v9, 0",0,0,0,0,""
3,1129424,"v_mov_b32_e32 v15, 0",0,0,0,0,""
3,1129428,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129432,"s_cbranch_execz 10",0,0,0,0,""
3,1129436,"v_add_u32_e32 v18, s2, v17",0,0,0,0,""
3,1129440,"v_mov_b32_e32 v19, 0",0,0,0,0,""
3,1129444,"v_lshl_add_u64 v[18:19], v[18:19], 1, s[6:7]",0,0,0,0,""
3,1129452,"global_load_ushort v11, v[18:19], off",0,0,0,0,""
3,1129460,"v_add_u32_e32 v17, 0x100, v17",0,0,0,0,""
3,1129468,"s_waitcnt vmcnt(0)",0,0,0,0,""
3,1129472,"v_lshlrev_b32_e32 v15, 16, v11",0,0,0,0,""
3,1129476,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129480,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129484,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129488,"s_cbranch_execz 10",0,0,0,0,""
3,1129492,"v_add_u32_e32 v18, s2, v17",0,0,0,0,""
3,1129496,"v_mov_b32_e32 v19, 0",0,0,0,0,""
3,1129500,"v_lshl_add_u64 v[18:19], v[18:19], 1, s[6:7]",0,0,0,0,""
3,1129508,"global_load_ushort v9, v[18:19], off",0,0,0,0,""
3,1129516,"v_add_u32_e32 v17, 0x100, v17",0,0,0,0,""
3,1129524,"s_waitcnt vmcnt(0)",0,0,0,0,""
3,1129528,"v_lshlrev_b32_e32 v9, 16, v9",0,0,0,0,""
3,1129532,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129536,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129540,"v_mov_b32_e32 v11, 0",0,0,0,0,""
3,1129544,"v_mov_b32_e32 v16, 0",0,0,0,0,""
3,1129548,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129552,"s_cbranch_execz 10",0,0,0,0,""
3,1129556,"v_add_u32_e32 v18, s2, v17",0,0,0,0,""
3,1129560,"v_mov_b32_e32 v19, 0",0,0,0,0,""
3,1129564,"v_lshl_add_u64 v[18:19], v[18:19], 1, s[6:7]",0,0,0,0,""
3,1129572,"global_load_ushort v13, v[18:19], off",0,0,0,0,""
3,1129580,"v_add_u32_e32 v17, 0x100, v17",0,0,0,0,""
3,1129588,"s_waitcnt vmcnt(0)",0,0,0,0,""
3,1129592,"v_lshlrev_b32_e32 v16, 16, v13",0,0,0,0,""
3,1129596,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129600,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129604,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129608,"s_cbranch_execz 10",0,0,0,0,""
3,1129612,"v_add_u32_e32 v18, s2, v17",0,0,0,0,""
3,1129616,"v_mov_b32_e32 v19, 0",0,0,0,0,""
3,1129620,"v_lshl_add_u64 v[18:19], v[18:19], 1, s[6:7]",0,0,0,0,""
3,1129628,"global_load_ushort v11, v[18:19], off",0,0,0,0,""
3,1129636,"v_add_u32_e32 v17, 0x100, v17",0,0,0,0,""
3,1129644,"s_waitcnt vmcnt(0)",0,0,0,0,""
3,1129648,"v_lshlrev_b32_e32 v11, 16, v11",0,0,0,0,""
3,1129652,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129656,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129660,"v_mov_b32_e32 v13, 0",0,0,0,0,""
3,1129664,"v_mov_b32_e32 v18, 0",0,0,0,0,""
3,1129668,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129672,"s_cbranch_execnz 333",0,0,0,0,""
3,1129676,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129680,"v_cmp_gt_i32_e32 vcc, s9, v17",0,0,0,0,""
3,1129684,"s_and_saveexec_b64 s[10:11], vcc",0,0,0,0,""
3,1129688,"s_cbranch_execnz 343",0,0,0,0,""
3,1129692,"s_or_b64 exec, exec, s[10:11]",0,0,0,0,""
3,1129696,"s_and_saveexec_b64 s[6:7], s[0:1]",0,0,0,0,""
3,1129700,"v_mul_f32_e32 v5, s8, v5",0,0,0,0,""
3,1129704,"v_bfe_u32 v17, v5, 16, 1",0,0,0,0,""
3,1129712,"s_movk_i32 s3, 0x7fff",0,0,0,0,""
3,1129716,"v_add3_u32 v17, v5, v17, s3",0,0,0,0,""
3,1129724,"v_cmp_o_f32_e32 vcc, v5, v5",0,0,0,0,""
3,1129728,"v_mov_b32_e32 v5, 0x7fc0",0,0,0,0,""
3,1129736,"s_nop 0",0,0,0,0,""
3,1129740,"v_cndmask_b32_sdwa v17, v5, v17, vcc dst_sel:DWORD dst_unused:UNUSED_PAD src0_sel:DWORD src1_sel:WORD_1",0,0,0,0,""
3,1129748,"s_or_b64 exec, exec, s[6:7]",0,0,0,0,""
3,1129752,"v_or_b32_e32 v20, 0x100, v0",0,0,0,0,""
3,1129760,"v_cmp_gt_i32_e32 vcc, s9, v20",0,0,0,0,""
3,1129764,"s_and_saveexec_b64 s[6:7], vcc",0,0,0,0,""
3,1129768,"v_mul_f32_e32 v1, s8, v1",0,0,0,0,""
3,1129772,"v_bfe_u32 v5, v1, 16, 1",0,0,0,0,""
3,1129780,"s_movk_i32 s3, 0x7fff",0,0,0,0,""
3,1129784,"v_add3_u32 v5, v1, v5, s3",0,0,0,0,""
3,1129792,"v_cmp_o_f32_e32 vcc, v1, v1",0,0,0,0,""
3,1129796,"v_mov_b32_e32 v1, 0x7fc0",0,0,0,0,""
3,1129804,"s_nop 0",0,0,0,0,""
3,1129808,"v_cndmask_b32_sdwa v5, v1, v5, vcc dst_sel:DWORD dst_unused:UNUSED_PAD src0_sel:DWORD src1_sel:WORD_1",0,0,0,0,""
